f,Unnamed: 691,Unnamed: 652
2.718281828,0.424639682,-0.954917991
2.959948685,0.424813084,-0.955828785
3.223100756,0.425111071,-0.956767655
3.509648169,0.425548242,-0.957737539
3.821670871,0.426138082,-0.958742411
4.161433722,0.42689257,-0.959786753
4.531402941,0.427821669,-0.960874884
4.934264002,0.428932702,-0.962010194
5.372941131,0.430229581,-0.963194355
5.85061853,0.431711931,-0.964426585
6.370763487,0.433374193,-0.965703071
6.937151552,0.435204801,-0.967016644
7.553893933,0.437185599,-0.968356795
8.225467343,0.43929163,-0.969710099
8.956746496,0.441491438,-0.971061019
9.753039487,0.443747945,-0.972393046
10.62012632,0.446019862,-0.973690016
11.56430088,0.44826351,-0.974937425
12.59241659,0.450434844,-0.976123569
13.71193616,0.452491396,-0.977240335
14.93098581,0.454393902,-0.978283609
16.25841418,0.456107407,-0.979253264
17.70385659,0.457601771,-0.980152845
19.277805,0.458851543,-0.980989036
20.99168414,0.459835331,-0.981771029
22.85793445,0.460534783,-0.982509913
24.89010238,0.460933334,-0.983218128
27.10293872,0.461014907,-0.98390902
29.51250564,0.46076265,-0.984596508
32.13629335,0.460157861,-0.985294829
34.99334699,0.45917914,-0.986018345
38.10440489,0.45780187,-0.986781353
41.49204911,0.455998053,-0.987597878
45.18086937,0.453736591,-0.988481399
49.19764149,0.450984062,-0.989444482
53.57152179,0.447706064,-0.990498286
58.33425872,0.443869187,-0.99165195
63.52042329,0.439443642,-0.992911853
69.16766003,0.434406531,-0.994280796
75.31696021,0.428745655,-0.99575718
82.01295943,0.422463631,-0.997334276
89.30426155,0.41558199,-0.998999719
97.24379155,0.408144762,-1.000735368
105.8891797,0.400221018,-1.00251765
115.3031797,0.391905809,-1.00431843
125.5541245,0.383319091,-1.006106395
136.716422,0.37460249,-1.007848797
148.8710954,0.3659141,-1.009513346
162.1063712,0.357421921,-1.011069952
176.5183194,0.349296827,-1.012492059
192.2115514,0.341706134,-1.013757367
209.2999787,0.334808792,-1.014847846
227.9076401,0.328753007,-1.015749042
248.169602,0.323676783,-1.016448776
270.2329388,0.3197116,-1.016935323
294.2578004,0.316989247,-1.017195162
320.4185748,0.315651799,-1.017210257
348.9051536,0.315864965,-1.016954718
379.9243109,0.317835411,-1.016390477
413.7012036,0.321833345,-1.015461312
450.4810063,0.328222584,-1.014084082
490.5306904,0.337501614,-1.012135258
534.1409624,0.350360821,-1.009429435
581.6283737,0.367762932,-1.005684122
633.3376185,0.391054544,-1.000460881
689.6440359,0.422112091,-0.993066372
750.9563341,0.463501926,-0.982389234
817.7195572,0.518551691,-0.966653566
890.4183159,0.590991942,-0.943149665
969.5803045,0.683282572,-0.908381566
1055.780132,0.792069783,-0.860261483
1149.643492,0.900357448,-0.805859062
1251.851705,0.970799561,-0.775768731
1363.146664,0.932195666,-0.833679785
1484.33622,0.52530765,-1.0466329
1616.300045,-0.942452588,-0.682119076
1759.996018,-1.286109275,0.24336531
1916.467176,-1.10287596,0.63155334
2086.849287,-0.903230772,0.815271141
2272.379095,-0.745015948,0.908696493
2474.403295,-0.629333498,0.958634974
2694.388309,-0.546185284,0.986878091
2933.930929,-0.485980356,1.003810884
3194.769911,-0.441567895,1.014573516
3478.798591,-0.407771168,1.021879194
3788.078634,-0.380381395,1.027342918
4124.854992,-0.354537263,1.032251477
4491.572205,-0.319708268,1.038513719
4890.892144,-0.222307649,1.052113408
