Var1,Var2,Var3,frequency
101.2,-546.48,-151.8,13.71193616
101.2,-546.48,-151.8,14.93098581
101.2,-546.48,-151.8,16.25841418
101.2,-546.48,-151.8,17.70385659
101.2,-546.48,-151.8,19.277805
101.2,-546.48,-151.8,20.99168414
101.2,-546.48,-151.8,22.85793445
101.2,-546.48,-151.8,24.89010238
101.2,-546.48,-151.8,27.10293872
101.2,-546.48,-151.8,29.51250564
101.2,-546.48,-151.8,32.13629335
101.2,-546.48,-151.8,34.99334699
101.2,-546.48,-151.8,38.10440489
101.2,-546.48,-151.8,41.49204911
101.2,-546.48,-151.8,45.18086937
101.2,-546.48,-151.8,49.19764149
101.2,-546.48,-151.8,53.57152179
101.2,-546.48,-151.8,58.33425872
101.2,-546.48,-151.8,63.52042329
101.2,-546.48,-151.8,69.16766003
101.2,-546.48,-151.8,75.31696021
101.2,-546.48,-151.8,82.01295943
101.2,-546.48,-151.8,89.30426155
101.2,-546.48,-151.8,97.24379155
101.2,-546.48,-151.8,105.8891797
101.2,-546.48,-151.8,115.3031797
101.2,-546.48,-151.8,125.5541245
101.2,-546.48,-151.8,136.716422
101.2,-546.48,-151.8,148.8710954
101.2,-546.48,-151.8,162.1063712
101.2,-546.48,-151.8,176.5183194
101.2,-546.48,-151.8,192.2115514
101.2,-546.48,-151.8,209.2999787
101.2,-546.48,-151.8,227.9076401
101.2,-546.48,-151.8,248.169602
101.2,-546.48,-151.8,270.2329388
101.2,-546.48,-151.8,294.2578004
101.2,-546.48,-151.8,320.4185748
101.2,-546.48,-151.8,348.9051536
101.2,-546.48,-151.8,379.9243109
101.2,-546.48,-151.8,413.7012036
101.2,-546.48,-151.8,450.4810063
101.2,-546.48,-151.8,490.5306904
101.2,-546.48,-151.8,534.1409624
101.2,-546.48,-151.8,581.6283737
101.2,-546.48,-151.8,633.3376185
101.2,-546.48,-151.8,689.6440359
101.2,-546.48,-151.8,750.9563341
101.2,-546.48,-151.8,817.7195572
101.2,-546.48,-151.8,890.4183159
101.2,-546.48,-151.8,969.5803045
101.2,-546.48,-151.8,1055.780132
101.2,-546.48,-151.8,1149.643492
101.2,-546.48,-151.8,1251.851705
101.2,-546.48,-151.8,1363.146664
101.2,-546.48,-151.8,1484.33622
101.2,-546.48,-151.8,1616.300045
101.2,-546.48,-151.8,1759.996018
101.2,-546.48,-151.8,1916.467176
101.2,-546.48,-151.8,2086.849287
101.2,-546.48,-151.8,2272.379095
101.2,-546.48,-151.8,2474.403295
101.2,-546.48,-151.8,2694.388309
101.2,-546.48,-151.8,2933.930929
101.2,-546.48,-151.8,3194.769911
101.2,-546.48,-151.8,3478.798591
101.2,-546.48,-151.8,3788.078634
101.2,-546.48,-151.8,4124.854992
101.2,-546.48,-151.8,4491.572205
101.2,-546.48,-151.8,4890.892144
115.5,-415.8,0.0,2.718281828
115.5,-415.8,0.0,2.959948685
115.5,-415.8,0.0,3.223100756
115.5,-415.8,0.0,3.509648169
115.5,-415.8,0.0,3.821670871
115.5,-415.8,0.0,4.161433722
115.5,-415.8,0.0,4.531402941
115.5,-415.8,0.0,4.934264002
115.5,-415.8,0.0,5.372941131
115.5,-415.8,0.0,5.85061853
115.5,-415.8,0.0,6.370763487
115.5,-415.8,0.0,6.937151552
115.5,-415.8,0.0,7.553893933
115.5,-415.8,0.0,8.225467343
115.5,-415.8,0.0,8.956746496
115.5,-415.8,0.0,9.753039487
115.5,-415.8,0.0,10.62012632
115.5,-415.8,0.0,11.56430088
115.5,-415.8,0.0,12.59241659
115.5,-415.8,0.0,13.71193616
115.5,-415.8,0.0,14.93098581
115.5,-415.8,0.0,16.25841418
115.5,-415.8,0.0,17.70385659
115.5,-415.8,0.0,19.277805
115.5,-415.8,0.0,20.99168414
115.5,-415.8,0.0,22.85793445
115.5,-415.8,0.0,24.89010238
115.5,-415.8,0.0,27.10293872
115.5,-415.8,0.0,29.51250564
115.5,-415.8,0.0,32.13629335
115.5,-415.8,0.0,34.99334699
115.5,-415.8,0.0,38.10440489
115.5,-415.8,0.0,41.49204911
115.5,-415.8,0.0,45.18086937
115.5,-415.8,0.0,49.19764149
115.5,-415.8,0.0,53.57152179
115.5,-415.8,0.0,58.33425872
115.5,-415.8,0.0,63.52042329
115.5,-415.8,0.0,69.16766003
115.5,-415.8,0.0,75.31696021
115.5,-415.8,0.0,82.01295943
115.5,-415.8,0.0,89.30426155
115.5,-415.8,0.0,97.24379155
115.5,-415.8,0.0,105.8891797
115.5,-415.8,0.0,115.3031797
115.5,-415.8,0.0,125.5541245
115.5,-415.8,0.0,136.716422
115.5,-415.8,0.0,148.8710954
115.5,-415.8,0.0,162.1063712
115.5,-415.8,0.0,176.5183194
115.5,-415.8,0.0,192.2115514
115.5,-415.8,0.0,209.2999787
115.5,-415.8,0.0,227.9076401
115.5,-415.8,0.0,248.169602
115.5,-415.8,0.0,270.2329388
115.5,-415.8,0.0,294.2578004
115.5,-415.8,0.0,320.4185748
115.5,-415.8,0.0,348.9051536
115.5,-415.8,0.0,379.9243109
115.5,-415.8,0.0,413.7012036
115.5,-415.8,0.0,450.4810063
115.5,-415.8,0.0,490.5306904
115.5,-415.8,0.0,534.1409624
115.5,-415.8,0.0,581.6283737
115.5,-415.8,0.0,633.3376185
115.5,-415.8,0.0,689.6440359
115.5,-415.8,0.0,750.9563341
115.5,-415.8,0.0,817.7195572
115.5,-415.8,0.0,890.4183159
115.5,-415.8,0.0,969.5803045
115.5,-415.8,0.0,1055.780132
115.5,-415.8,0.0,1149.643492
115.5,-415.8,0.0,1251.851705
115.5,-415.8,0.0,1363.146664
115.5,-415.8,0.0,1484.33622
115.5,-415.8,0.0,1616.300045
115.5,-415.8,0.0,1759.996018
115.5,-415.8,0.0,1916.467176
115.5,-415.8,0.0,2086.849287
115.5,-415.8,0.0,2272.379095
115.5,-415.8,0.0,2474.403295
115.5,-415.8,0.0,2694.388309
115.5,-415.8,0.0,2933.930929
115.5,-415.8,0.0,3194.769911
115.5,-415.8,0.0,3478.798591
115.5,-415.8,0.0,3788.078634
115.5,-415.8,0.0,4124.854992
115.5,-415.8,0.0,4491.572205
115.5,-415.8,0.0,4890.892144
102.3,0.0,102.3,2.718281828
102.3,0.0,102.3,2.959948685
102.3,0.0,102.3,3.223100756
102.3,0.0,102.3,3.509648169
102.3,0.0,102.3,3.821670871
102.3,0.0,102.3,4.161433722
102.3,0.0,102.3,4.531402941
102.3,0.0,102.3,4.934264002
102.3,0.0,102.3,5.372941131
102.3,0.0,102.3,5.85061853
102.3,0.0,102.3,6.370763487
102.3,0.0,102.3,6.937151552
102.3,0.0,102.3,7.553893933
102.3,0.0,102.3,8.225467343
102.3,0.0,102.3,8.956746496
102.3,0.0,102.3,9.753039487
102.3,0.0,102.3,10.62012632
102.3,0.0,102.3,11.56430088
102.3,0.0,102.3,12.59241659
102.3,0.0,102.3,13.71193616
102.3,0.0,102.3,14.93098581
102.3,0.0,102.3,16.25841418
102.3,0.0,102.3,17.70385659
102.3,0.0,102.3,19.277805
102.3,0.0,102.3,20.99168414
102.3,0.0,102.3,22.85793445
102.3,0.0,102.3,24.89010238
102.3,0.0,102.3,27.10293872
